Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente,Niveles
1030,25/08/2023,Vacunación,16,115,2343,MVZ. Eddie Hernández Vidal,5,4,1,5,Regular,Sí,5,Extremadamente satisfecho
1031,05/06/2023,Desparasitación,5,68,2939,MVZ. Eddie Hernández Vidal,5,2,1,1,Mala,No,2,Algo satisfecho
1032,11/07/2023,Desparasitación,35,124,3564,MVZ. Eddie Hernández Vidal,3,5,5,1,Mala,Sí,1,Insatisfecho
1033,29/08/2023,Estética,6,44,2156,MVZ. Eddie Hernández Vidal,3,4,2,4,Buena,Sí,4,Muy Satisfecho
1034,12/07/2023,Urgencias,11,21,3732,MVZ. Eddie Hernández Vidal,3,5,1,3,Buena,No,4,Muy Satisfecho
1035,08/10/2023,Hospitalización,31,76,879,MVZ. Eddie Hernández Vidal,5,5,3,5,Mala,No,4,Muy Satisfecho
1036,12/12/2023,Hospitalización,35,114,2232,MVZ. Eddie Hernández Vidal,4,4,3,3,Regular,No,1,Insatisfecho
1037,27/10/2023,Hospitalización,5,26,1831,MVZ. Eddie Hernández Vidal,2,2,2,2,Pésima,Sí,2,Algo satisfecho
1038,24/06/2023,Vacunación,38,42,3514,MVZ. Eddie Hernández Vidal,5,5,1,5,Buena,Sí,4,Muy Satisfecho
1039,28/09/2023,Cirugías,27,52,5019,MVZ. Eddie Hernández Vidal,2,3,2,3,Mala,No,2,Algo satisfecho
1040,28/06/2023,Estética,8,119,540,MVZ. Eddie Hernández Vidal,3,1,4,3,Regular,Sí,1,Insatisfecho
1041,13/11/2023,Ultrasonido,20,63,415,MVZ. Eddie Hernández Vidal,1,4,1,3,Buena,Sí,3,Satisfecho
1042,07/08/2023,Desparasitación,27,77,1826,MVZ. Eddie Hernández Vidal,1,3,5,4,Mala,Sí,5,Extremadamente satisfecho
1043,11/11/2023,Cirugías,15,59,4802,MVZ. Eddie Hernández Vidal,2,3,4,5,Buena,No,3,Satisfecho
1044,01/04/2023,Cirugías,8,28,1367,MVZ. Eddie Hernández Vidal,5,1,5,4,Pésima,Sí,2,Algo satisfecho
1045,15/07/2023,Urgencias,22,139,868,MVZ. Eddie Hernández Vidal,2,1,3,3,Pésima,No,2,Algo satisfecho
1046,13/09/2023,Servicio a domicilio,40,80,4490,MVZ. Eddie Hernández Vidal,2,2,1,3,Pésima,Sí,3,Satisfecho
1047,16/04/2023,Estética,30,136,1016,MVZ. Eddie Hernández Vidal,4,4,3,1,Mala,No,1,Insatisfecho
1048,29/12/2023,Consulta general,28,116,2535,MVZ. Eddie Hernández Vidal,1,5,5,3,Mala,Sí,3,Satisfecho
1049,03/03/2023,Estética,16,105,4944,MVZ. Eddie Hernández Vidal,4,1,4,2,Pésima,Sí,1,Insatisfecho
1050,30/01/2023,Vacunación,21,82,405,MVZ. Eddie Hernández Vidal,2,4,4,5,Regular,Sí,1,Insatisfecho
1051,25/08/2023,Servicio a domicilio,21,41,1744,MVZ. Eddie Hernández Vidal,5,3,4,3,Buena,Sí,3,Satisfecho
1052,17/08/2023,Desparasitación,39,79,913,MVZ. Eddie Hernández Vidal,5,5,2,3,Buena,No,3,Satisfecho
1053,14/03/2023,Urgencias,9,69,4197,MVZ. Eddie Hernández Vidal,5,3,3,4,Pésima,No,5,Extremadamente satisfecho
1054,02/12/2023,Vacunación,17,25,4613,MVZ. Eddie Hernández Vidal,2,2,1,4,Regular,Sí,2,Algo satisfecho
1055,25/01/2023,Urgencias,25,135,5650,MVZ. Eddie Hernández Vidal,1,2,3,2,Regular,Sí,1,Insatisfecho
1056,18/07/2023,Urgencias,37,149,5047,MVZ. Eddie Hernández Vidal,1,1,5,5,Pésima,No,1,Insatisfecho
1057,25/06/2023,Urgencias,34,123,941,MVZ. Eddie Hernández Vidal,5,2,3,3,Buena,Sí,4,Muy Satisfecho
1058,28/08/2023,Urgencias,27,101,956,MVZ. Eddie Hernández Vidal,4,4,4,3,Regular,No,5,Extremadamente satisfecho
1059,14/11/2023,Cirugías,29,109,3811,MVZ. Eddie Hernández Vidal,2,2,1,4,Mala,No,5,Extremadamente satisfecho
1060,25/05/2023,Ultrasonido,19,85,1148,MVZ. Eddie Hernández Vidal,4,1,3,4,Mala,No,2,Algo satisfecho
1061,09/09/2023,Cirugías,7,26,194,MVZ. Eddie Hernández Vidal,1,4,5,4,Mala,No,4,Muy Satisfecho
1062,19/04/2023,Cirugías,19,79,5389,MVZ. Eddie Hernández Vidal,5,2,5,4,Buena,No,2,Algo satisfecho
1063,21/04/2023,Urgencias,23,23,767,MVZ. Eddie Hernández Vidal,2,1,5,5,Mala,Sí,5,Extremadamente satisfecho
1064,17/11/2023,Consulta general,36,82,2117,MVZ. Eddie Hernández Vidal,3,5,3,4,Regular,Sí,3,Satisfecho
1065,22/06/2023,Hospitalización,7,121,3929,MVZ. Eddie Hernández Vidal,2,5,3,2,Regular,No,5,Extremadamente satisfecho
1066,08/04/2023,Cirugías,22,122,2750,MVZ. Eddie Hernández Vidal,4,4,1,1,Mala,Sí,1,Insatisfecho
1067,09/11/2023,Cirugías,12,117,4116,MVZ. Eddie Hernández Vidal,2,1,1,1,Buena,No,4,Muy Satisfecho
1068,07/09/2023,Ultrasonido,7,68,3750,MVZ. Eddie Hernández Vidal,1,2,3,4,Pésima,No,3,Satisfecho
1069,20/12/2023,Vacunación,10,96,4421,MVZ. Eddie Hernández Vidal,3,4,5,3,Regular,Sí,4,Muy Satisfecho
1070,03/06/2023,Hospitalización,20,103,1809,MVZ. Eddie Hernández Vidal,4,5,3,2,Mala,No,2,Algo satisfecho
1071,12/09/2023,Hospitalización,10,61,2275,MVZ. Eddie Hernández Vidal,4,2,4,4,Buena,No,5,Extremadamente satisfecho
1072,05/12/2023,Ultrasonido,31,112,1030,MVZ. Eddie Hernández Vidal,4,2,1,3,Buena,No,4,Muy Satisfecho
1073,12/05/2023,Servicio a domicilio,18,126,5194,MVZ. Eddie Hernández Vidal,4,1,5,2,Regular,Sí,2,Algo satisfecho
1074,02/01/2023,Hospitalización,21,62,4200,MVZ. Eddie Hernández Vidal,2,2,1,1,Pésima,Sí,4,Muy Satisfecho
1075,04/06/2023,Hospitalización,25,67,2889,MVZ. Eddie Hernández Vidal,1,5,3,5,Pésima,Sí,5,Extremadamente satisfecho
1076,13/06/2023,Urgencias,34,141,3381,MVZ. Eddie Hernández Vidal,3,5,2,5,Regular,No,4,Muy Satisfecho
1077,15/10/2023,Vacunación,28,42,4498,MVZ. Eddie Hernández Vidal,2,2,4,2,Pésima,No,3,Satisfecho
1078,09/04/2023,Servicio a domicilio,32,101,5134,MVZ. Eddie Hernández Vidal,2,5,1,1,Pésima,Sí,1,Insatisfecho
1079,17/10/2023,Urgencias,18,94,5021,MVZ. Eddie Hernández Vidal,4,1,5,5,Regular,Sí,2,Algo satisfecho
1080,01/06/2023,Hospitalización,40,106,3246,MVZ. Eddie Hernández Vidal,5,5,4,5,Regular,No,3,Satisfecho
1081,04/02/2023,Vacunación,19,98,5417,MVZ. Eddie Hernández Vidal,3,1,5,5,Pésima,No,3,Satisfecho
1082,12/02/2023,Urgencias,19,150,1457,MVZ. Eddie Hernández Vidal,5,2,3,3,Mala,No,1,Insatisfecho
1083,29/11/2023,Consulta general,26,137,3333,MVZ. Eddie Hernández Vidal,1,2,1,3,Regular,No,2,Algo satisfecho
1084,03/03/2023,Hospitalización,37,144,2725,MVZ. Eddie Hernández Vidal,1,1,1,5,Buena,Sí,2,Algo satisfecho
1085,30/04/2023,Urgencias,19,114,5046,MVZ. Eddie Hernández Vidal,2,2,2,5,Regular,No,3,Satisfecho
1086,11/03/2023,Consulta general,40,32,5579,MVZ. Eddie Hernández Vidal,3,2,1,3,Buena,Sí,5,Extremadamente satisfecho
1087,15/12/2023,Urgencias,6,101,1587,MVZ. Eddie Hernández Vidal,1,5,1,4,Buena,Sí,4,Muy Satisfecho
1088,16/08/2023,Estética,29,57,5320,MVZ. Eddie Hernández Vidal,4,5,5,5,Pésima,Sí,3,Satisfecho
1089,16/11/2023,Vacunación,9,69,4229,MVZ. Eddie Hernández Vidal,4,2,4,2,Mala,No,1,Insatisfecho
1090,04/06/2023,Cirugías,35,35,3804,MVZ. Eddie Hernández Vidal,1,4,3,5,Mala,Sí,2,Algo satisfecho
1091,11/01/2023,Urgencias,27,34,2542,MVZ. Eddie Hernández Vidal,4,2,2,5,Buena,Sí,2,Algo satisfecho
1092,27/10/2023,Cirugías,10,18,1061,MVZ. Eddie Hernández Vidal,3,2,4,3,Buena,Sí,1,Insatisfecho
1093,20/07/2023,Urgencias,27,84,4666,MVZ. Eddie Hernández Vidal,1,1,4,3,Pésima,Sí,5,Extremadamente satisfecho
1094,27/05/2023,Servicio a domicilio,14,55,2456,MVZ. Eddie Hernández Vidal,3,4,2,1,Regular,Sí,1,Insatisfecho
1095,19/05/2023,Urgencias,38,25,937,MVZ. Eddie Hernández Vidal,4,4,5,4,Buena,Sí,3,Satisfecho
1096,24/01/2023,Ultrasonido,29,64,1625,MVZ. Eddie Hernández Vidal,1,2,5,4,Pésima,No,3,Satisfecho
1097,18/08/2023,Cirugías,8,87,207,MVZ. Eddie Hernández Vidal,3,3,3,2,Pésima,No,5,Extremadamente satisfecho
1098,28/01/2023,Vacunación,17,35,204,MVZ. Eddie Hernández Vidal,5,4,5,4,Buena,No,4,Muy Satisfecho
1099,14/05/2023,Hospitalización,19,28,5542,MVZ. Eddie Hernández Vidal,5,2,5,1,Mala,No,3,Satisfecho
1100,30/09/2023,Servicio a domicilio,5,37,427,MVZ. Eddie Hernández Vidal,1,2,3,1,Mala,No,1,Insatisfecho
1101,03/08/2023,Servicio a domicilio,18,86,4392,MVZ. Eddie Hernández Vidal,1,5,2,5,Buena,No,4,Muy Satisfecho
1102,21/04/2023,Desparasitación,26,41,4568,MVZ. Eddie Hernández Vidal,5,3,3,5,Regular,No,5,Extremadamente satisfecho
1103,03/03/2023,Desparasitación,15,138,3769,MVZ. Eddie Hernández Vidal,4,3,5,4,Pésima,No,2,Algo satisfecho
1104,28/08/2023,Urgencias,36,123,213,MVZ. Eddie Hernández Vidal,3,2,4,1,Buena,Sí,2,Algo satisfecho
1105,22/08/2023,Estética,18,44,470,MVZ. Eddie Hernández Vidal,2,3,5,5,Regular,Sí,3,Satisfecho
1106,08/12/2023,Ultrasonido,13,116,3385,MVZ. Eddie Hernández Vidal,4,1,1,5,Buena,No,5,Extremadamente satisfecho
1107,20/02/2023,Vacunación,8,30,5936,MVZ. Eddie Hernández Vidal,3,2,3,4,Regular,No,5,Extremadamente satisfecho
1108,08/01/2023,Consulta general,36,87,1408,MVZ. Eddie Hernández Vidal,2,2,1,4,Pésima,No,2,Algo satisfecho
1109,22/07/2023,Estética,30,124,1273,MVZ. Eddie Hernández Vidal,4,2,1,4,Buena,No,3,Satisfecho
1110,27/04/2023,Servicio a domicilio,23,96,3618,MVZ. Eddie Hernández Vidal,2,1,3,1,Buena,Sí,5,Extremadamente satisfecho
1111,26/03/2023,Vacunación,21,21,3410,MVZ. Eddie Hernández Vidal,2,5,2,5,Mala,Sí,1,Insatisfecho
1112,28/06/2023,Consulta general,20,32,4360,MVZ. Eddie Hernández Vidal,1,2,1,3,Buena,Sí,2,Algo satisfecho
1113,25/05/2023,Cirugías,30,52,1764,MVZ. Eddie Hernández Vidal,4,2,5,5,Buena,Sí,2,Algo satisfecho
1114,15/09/2023,Urgencias,34,40,1530,MVZ. Eddie Hernández Vidal,2,3,5,5,Mala,No,5,Extremadamente satisfecho
1115,20/11/2023,Vacunación,14,53,3178,MVZ. Eddie Hernández Vidal,3,5,2,2,Regular,Sí,4,Muy Satisfecho
1116,05/10/2023,Ultrasonido,20,30,5084,MVZ. Eddie Hernández Vidal,3,2,1,4,Mala,No,4,Muy Satisfecho
1117,06/03/2023,Hospitalización,35,127,2215,MVZ. Eddie Hernández Vidal,3,2,4,3,Regular,No,1,Insatisfecho
1118,23/06/2023,Hospitalización,38,43,1095,MVZ. Eddie Hernández Vidal,1,4,1,5,Buena,No,2,Algo satisfecho
1119,03/09/2023,Consulta general,15,119,2776,MVZ. Eddie Hernández Vidal,5,4,2,5,Regular,No,2,Algo satisfecho
1120,12/03/2023,Consulta general,39,110,3041,MVZ. Eddie Hernández Vidal,3,4,3,3,Pésima,Sí,3,Satisfecho
1121,21/10/2023,Desparasitación,24,88,2708,MVZ. Eddie Hernández Vidal,4,1,1,2,Regular,Sí,5,Extremadamente satisfecho
1122,25/07/2023,Desparasitación,32,110,2099,MVZ. Eddie Hernández Vidal,4,2,5,3,Regular,No,2,Algo satisfecho
1123,04/02/2023,Urgencias,28,123,3377,MVZ. Eddie Hernández Vidal,4,1,3,4,Pésima,No,2,Algo satisfecho
1124,04/04/2023,Servicio a domicilio,36,134,1099,MVZ. Eddie Hernández Vidal,1,1,3,1,Pésima,Sí,3,Satisfecho
1125,27/07/2023,Estética,34,84,2725,MVZ. Eddie Hernández Vidal,5,1,1,4,Regular,Sí,4,Muy Satisfecho
1126,20/04/2023,Cirugías,32,121,1682,MVZ. Eddie Hernández Vidal,2,4,5,5,Buena,Sí,3,Satisfecho
1127,26/12/2023,Hospitalización,12,117,132,MVZ. Eddie Hernández Vidal,2,3,2,5,Pésima,Sí,5,Extremadamente satisfecho
1128,03/04/2023,Desparasitación,17,23,1869,MVZ. Eddie Hernández Vidal,4,5,1,1,Mala,No,4,Muy Satisfecho
1129,30/10/2023,Cirugías,26,42,226,MVZ. Eddie Hernández Vidal,5,5,2,2,Regular,No,5,Extremadamente satisfecho
1130,13/03/2023,Estética,33,42,3798,MVZ. Eddie Hernández Vidal,3,5,1,1,Pésima,No,1,Insatisfecho
1131,11/01/2023,Ultrasonido,17,108,4813,MVZ. Eddie Hernández Vidal,3,1,1,3,Mala,Sí,5,Extremadamente satisfecho
1132,05/01/2023,Consulta general,14,149,3296,MVZ. Eddie Hernández Vidal,4,1,5,5,Pésima,No,1,Insatisfecho
1133,21/04/2023,Consulta general,15,120,5563,MVZ. Eddie Hernández Vidal,1,4,1,4,Pésima,No,1,Insatisfecho
1134,06/08/2023,Vacunación,34,143,2895,MVZ. Eddie Hernández Vidal,3,2,2,2,Buena,Sí,2,Algo satisfecho
1135,15/07/2023,Servicio a domicilio,19,51,2978,MVZ. Eddie Hernández Vidal,3,2,1,2,Regular,Sí,3,Satisfecho
1136,08/11/2023,Ultrasonido,6,73,5117,MVZ. Eddie Hernández Vidal,1,5,4,5,Mala,Sí,3,Satisfecho
1137,10/11/2023,Consulta general,9,76,4822,MVZ. Eddie Hernández Vidal,1,4,2,3,Buena,No,5,Extremadamente satisfecho
1138,30/06/2023,Consulta general,19,132,5005,MVZ. Eddie Hernández Vidal,1,2,3,2,Buena,Sí,1,Insatisfecho
1139,20/02/2023,Consulta general,36,50,1565,MVZ. Eddie Hernández Vidal,1,4,5,5,Buena,No,3,Satisfecho
1140,23/01/2023,Vacunación,36,50,1113,MVZ. Eddie Hernández Vidal,5,3,5,5,Mala,No,2,Algo satisfecho
1141,08/11/2023,Estética,32,143,1930,MVZ. Eddie Hernández Vidal,3,4,1,3,Buena,No,5,Extremadamente satisfecho
1142,07/04/2023,Desparasitación,23,56,5105,MVZ. Eddie Hernández Vidal,1,1,5,5,Buena,No,2,Algo satisfecho
1143,17/10/2023,Consulta general,6,116,4333,MVZ. Eddie Hernández Vidal,4,3,2,3,Mala,No,3,Satisfecho
1144,01/11/2023,Estética,12,111,4969,MVZ. Eddie Hernández Vidal,5,1,3,3,Regular,No,1,Insatisfecho
1145,03/09/2023,Hospitalización,40,142,1655,MVZ. Eddie Hernández Vidal,4,3,4,4,Regular,No,5,Extremadamente satisfecho
1146,26/05/2023,Consulta general,32,54,366,MVZ. Eddie Hernández Vidal,1,3,5,3,Buena,Sí,1,Insatisfecho
1147,04/05/2023,Urgencias,14,85,5886,MVZ. Eddie Hernández Vidal,1,2,2,1,Buena,No,1,Insatisfecho
1148,10/10/2023,Urgencias,22,24,1701,MVZ. Eddie Hernández Vidal,1,3,2,2,Pésima,No,2,Algo satisfecho
1149,18/03/2023,Vacunación,38,38,1574,MVZ. Eddie Hernández Vidal,5,5,1,2,Mala,Sí,1,Insatisfecho
1150,03/10/2023,Servicio a domicilio,32,86,708,MVZ. Eddie Hernández Vidal,1,4,2,4,Buena,Sí,4,Muy Satisfecho
1151,07/11/2023,Urgencias,10,75,4481,MVZ. Eddie Hernández Vidal,2,5,2,4,Regular,Sí,5,Extremadamente satisfecho
1152,07/01/2023,Estética,35,135,4713,MVZ. Eddie Hernández Vidal,2,2,2,1,Mala,No,2,Algo satisfecho
1153,16/02/2023,Estética,16,98,792,MVZ. Eddie Hernández Vidal,2,1,1,5,Pésima,No,5,Extremadamente satisfecho
1154,01/10/2023,Urgencias,32,102,4835,MVZ. Eddie Hernández Vidal,4,1,3,2,Regular,No,4,Muy Satisfecho
1155,15/02/2023,Vacunación,15,79,5200,MVZ. Eddie Hernández Vidal,5,3,5,2,Mala,No,4,Muy Satisfecho
1156,18/07/2023,Hospitalización,15,71,2708,MVZ. Eddie Hernández Vidal,5,4,1,3,Regular,No,5,Extremadamente satisfecho
1157,09/02/2023,Vacunación,10,88,4264,MVZ. Eddie Hernández Vidal,1,4,3,2,Buena,No,1,Insatisfecho
1158,10/11/2023,Ultrasonido,17,25,5542,MVZ. Eddie Hernández Vidal,4,1,2,5,Pésima,No,4,Muy Satisfecho
1159,14/02/2023,Urgencias,21,61,2023,MVZ. Eddie Hernández Vidal,4,2,2,3,Mala,No,3,Satisfecho
1160,23/11/2023,Hospitalización,31,142,2207,MVZ. Eddie Hernández Vidal,2,5,5,3,Pésima,No,3,Satisfecho
1161,20/01/2023,Hospitalización,13,71,109,MVZ. Eddie Hernández Vidal,3,3,2,1,Regular,Sí,5,Extremadamente satisfecho
1162,04/07/2023,Vacunación,22,23,1668,MVZ. Eddie Hernández Vidal,2,3,5,2,Buena,Sí,1,Insatisfecho
1163,12/11/2023,Consulta general,29,96,135,MVZ. Eddie Hernández Vidal,2,2,3,3,Pésima,No,2,Algo satisfecho
1164,01/07/2023,Cirugías,20,24,3394,MVZ. Eddie Hernández Vidal,4,5,5,1,Regular,No,3,Satisfecho
1165,16/01/2023,Urgencias,14,75,4334,MVZ. Eddie Hernández Vidal,1,1,1,3,Buena,Sí,5,Extremadamente satisfecho
1166,14/06/2023,Hospitalización,14,27,2478,MVZ. Eddie Hernández Vidal,4,1,2,2,Mala,Sí,2,Algo satisfecho
1167,10/12/2023,Urgencias,31,78,5901,MVZ. Eddie Hernández Vidal,5,2,4,4,Regular,Sí,1,Insatisfecho
1168,02/08/2023,Ultrasonido,19,32,3133,MVZ. Eddie Hernández Vidal,3,1,4,5,Pésima,Sí,2,Algo satisfecho
1169,18/02/2023,Servicio a domicilio,32,70,2025,MVZ. Eddie Hernández Vidal,4,3,1,4,Buena,Sí,1,Insatisfecho
1170,05/03/2023,Consulta general,28,36,4226,MVZ. Eddie Hernández Vidal,5,1,1,5,Mala,No,4,Muy Satisfecho
1171,27/02/2023,Urgencias,24,140,1305,MVZ. Eddie Hernández Vidal,1,5,1,3,Buena,No,4,Muy Satisfecho
1172,14/10/2023,Ultrasonido,9,63,192,MVZ. Eddie Hernández Vidal,4,4,3,4,Buena,No,4,Muy Satisfecho
1173,05/10/2023,Consulta general,27,79,1325,MVZ. Eddie Hernández Vidal,3,2,4,2,Buena,Sí,3,Satisfecho
1174,03/03/2023,Vacunación,15,49,818,MVZ. Eddie Hernández Vidal,4,5,2,1,Buena,Sí,2,Algo satisfecho
1175,10/06/2023,Hospitalización,9,43,2853,MVZ. Eddie Hernández Vidal,3,5,2,4,Regular,Sí,1,Insatisfecho
1176,07/02/2023,Desparasitación,39,80,2614,MVZ. Eddie Hernández Vidal,2,2,1,4,Pésima,No,5,Extremadamente satisfecho
1177,19/01/2023,Urgencias,13,110,3804,MVZ. Eddie Hernández Vidal,1,1,2,2,Buena,Sí,4,Muy Satisfecho
1178,09/05/2023,Hospitalización,16,70,4939,MVZ. Eddie Hernández Vidal,4,1,2,5,Regular,Sí,4,Muy Satisfecho
1179,17/05/2023,Consulta general,10,109,5336,MVZ. Eddie Hernández Vidal,3,2,2,1,Buena,Sí,1,Insatisfecho
1180,14/11/2023,Urgencias,20,91,1808,MVZ. Eddie Hernández Vidal,1,3,4,5,Mala,Sí,3,Satisfecho
1181,08/12/2023,Hospitalización,22,122,3325,MVZ. Eddie Hernández Vidal,3,1,5,2,Regular,Sí,1,Insatisfecho
1182,17/10/2023,Desparasitación,12,85,2896,MVZ. Eddie Hernández Vidal,5,4,1,3,Mala,Sí,3,Satisfecho
1183,02/09/2023,Estética,22,101,1373,MVZ. Eddie Hernández Vidal,4,2,3,5,Regular,No,4,Muy Satisfecho
1184,10/05/2023,Desparasitación,15,50,4086,MVZ. Eddie Hernández Vidal,4,5,5,4,Mala,No,4,Muy Satisfecho
1185,05/07/2023,Cirugías,36,135,4024,MVZ. Eddie Hernández Vidal,1,1,4,2,Buena,Sí,1,Insatisfecho
1186,28/02/2023,Hospitalización,7,45,1575,MVZ. Eddie Hernández Vidal,1,1,1,3,Buena,No,1,Insatisfecho
1187,04/08/2023,Hospitalización,28,71,3924,MVZ. Eddie Hernández Vidal,3,5,3,3,Regular,Sí,3,Satisfecho
1188,20/03/2023,Hospitalización,28,135,3474,MVZ. Eddie Hernández Vidal,4,1,2,2,Buena,No,3,Satisfecho
1189,03/12/2023,Estética,28,130,4040,MVZ. Eddie Hernández Vidal,5,1,5,5,Pésima,No,4,Muy Satisfecho
1190,05/01/2023,Cirugías,38,31,5205,MVZ. Eddie Hernández Vidal,5,1,1,3,Pésima,Sí,2,Algo satisfecho
1191,26/09/2023,Cirugías,39,120,1153,MVZ. Eddie Hernández Vidal,1,5,5,4,Regular,No,2,Algo satisfecho
1192,23/07/2023,Desparasitación,21,56,1607,MVZ. Eddie Hernández Vidal,3,5,4,3,Mala,No,5,Extremadamente satisfecho
1193,10/09/2023,Servicio a domicilio,32,130,2107,MVZ. Eddie Hernández Vidal,3,3,1,2,Pésima,Sí,3,Satisfecho
1194,26/01/2023,Estética,39,83,129,MVZ. Eddie Hernández Vidal,1,1,4,2,Mala,Sí,3,Satisfecho
1195,07/08/2023,Desparasitación,33,121,3809,MVZ. Eddie Hernández Vidal,5,2,5,4,Buena,No,4,Muy Satisfecho
1196,06/09/2023,Urgencias,10,141,4964,MVZ. Eddie Hernández Vidal,5,5,4,5,Mala,No,4,Muy Satisfecho
1197,31/03/2023,Consulta general,36,125,1365,MVZ. Eddie Hernández Vidal,3,2,1,2,Regular,No,2,Algo satisfecho
1198,13/02/2023,Consulta general,28,129,2176,MVZ. Eddie Hernández Vidal,4,1,4,5,Pésima,No,1,Insatisfecho
1199,31/12/2023,Estética,30,106,4145,MVZ. Eddie Hernández Vidal,2,4,4,3,Pésima,No,1,Insatisfecho
1200,11/07/2023,Servicio a domicilio,6,48,1707,MVZ. Eddie Hernández Vidal,5,5,3,2,Buena,Sí,4,Muy Satisfecho
1201,27/05/2023,Desparasitación,37,97,4469,MVZ. Eddie Hernández Vidal,3,1,1,5,Pésima,No,3,Satisfecho
1202,22/04/2023,Estética,9,121,4342,MVZ. Eddie Hernández Vidal,4,1,3,2,Buena,Sí,2,Algo satisfecho
1203,27/02/2023,Vacunación,23,65,3096,MVZ. Eddie Hernández Vidal,4,3,4,4,Pésima,No,2,Algo satisfecho
1204,19/09/2023,Servicio a domicilio,16,89,5630,MVZ. Eddie Hernández Vidal,3,2,2,4,Regular,Sí,5,Extremadamente satisfecho
1205,15/06/2023,Urgencias,18,51,2944,MVZ. Eddie Hernández Vidal,5,3,1,2,Pésima,No,2,Algo satisfecho
1206,09/08/2023,Consulta general,31,90,5540,MVZ. Eddie Hernández Vidal,1,4,2,1,Pésima,Sí,1,Insatisfecho
1207,23/12/2023,Consulta general,13,70,1639,MVZ. Eddie Hernández Vidal,3,3,4,2,Buena,No,5,Extremadamente satisfecho
1208,21/02/2023,Cirugías,28,66,5463,MVZ. Eddie Hernández Vidal,4,2,2,1,Mala,No,3,Satisfecho
1209,13/07/2023,Hospitalización,14,40,2449,MVZ. Eddie Hernández Vidal,1,5,5,3,Regular,Sí,3,Satisfecho
1210,24/04/2023,Cirugías,7,113,2812,MVZ. Eddie Hernández Vidal,4,3,4,3,Buena,No,5,Extremadamente satisfecho
1211,14/06/2023,Desparasitación,32,83,4993,MVZ. Eddie Hernández Vidal,3,5,5,2,Regular,Sí,4,Muy Satisfecho
1212,22/08/2023,Estética,25,104,3102,MVZ. Eddie Hernández Vidal,2,4,2,2,Regular,No,3,Satisfecho
1213,23/05/2023,Desparasitación,15,135,740,MVZ. Eddie Hernández Vidal,1,3,1,5,Buena,No,5,Extremadamente satisfecho
1214,21/03/2023,Desparasitación,39,38,945,MVZ. Eddie Hernández Vidal,4,4,1,2,Pésima,Sí,5,Extremadamente satisfecho
1215,01/01/2023,Estética,31,119,1443,MVZ. Eddie Hernández Vidal,1,4,1,4,Pésima,No,5,Extremadamente satisfecho
1216,26/12/2023,Desparasitación,7,48,3506,MVZ. Eddie Hernández Vidal,1,4,2,3,Regular,No,2,Algo satisfecho
1217,15/09/2023,Urgencias,23,101,4009,MVZ. Eddie Hernández Vidal,2,1,1,1,Mala,Sí,4,Muy Satisfecho
1218,03/11/2023,Servicio a domicilio,18,110,4141,MVZ. Eddie Hernández Vidal,1,4,1,2,Mala,Sí,5,Extremadamente satisfecho
1219,01/05/2023,Servicio a domicilio,24,122,5602,MVZ. Eddie Hernández Vidal,4,5,1,4,Pésima,Sí,1,Insatisfecho
1220,28/07/2023,Vacunación,26,65,5246,MVZ. Eddie Hernández Vidal,5,4,5,4,Pésima,No,2,Algo satisfecho
1221,02/04/2023,Cirugías,31,50,5636,MVZ. Eddie Hernández Vidal,3,2,3,1,Buena,No,3,Satisfecho
1222,20/10/2023,Cirugías,12,40,899,MVZ. Eddie Hernández Vidal,4,1,5,2,Mala,Sí,4,Muy Satisfecho
1223,05/02/2023,Urgencias,36,50,1186,MVZ. Eddie Hernández Vidal,1,5,3,2,Buena,No,2,Algo satisfecho
1224,15/02/2023,Desparasitación,32,43,3064,MVZ. Eddie Hernández Vidal,2,4,4,2,Regular,No,4,Muy Satisfecho
1225,11/11/2023,Desparasitación,10,123,3932,MVZ. Eddie Hernández Vidal,4,3,4,3,Regular,Sí,5,Extremadamente satisfecho
1226,19/10/2023,Hospitalización,13,108,2161,MVZ. Eddie Hernández Vidal,1,3,2,4,Buena,Sí,1,Insatisfecho
1227,10/06/2023,Estética,9,104,5941,MVZ. Eddie Hernández Vidal,1,4,1,3,Regular,Sí,4,Muy Satisfecho
1228,06/05/2023,Vacunación,8,119,5601,MVZ. Eddie Hernández Vidal,4,1,2,4,Buena,No,5,Extremadamente satisfecho
1229,18/05/2023,Consulta general,20,149,251,MVZ. Eddie Hernández Vidal,2,2,5,1,Regular,Sí,5,Extremadamente satisfecho
1230,10/06/2023,Consulta general,6,64,1216,MVZ. Eddie Hernández Vidal,3,2,3,3,Buena,No,1,Insatisfecho
1231,22/09/2023,Servicio a domicilio,5,88,3757,MVZ. Eddie Hernández Vidal,2,1,1,4,Mala,No,2,Algo satisfecho
1232,18/09/2023,Cirugías,36,122,2046,MVZ. Eddie Hernández Vidal,1,4,3,2,Pésima,Sí,2,Algo satisfecho
1233,22/05/2023,Servicio a domicilio,18,129,4627,MVZ. Eddie Hernández Vidal,1,2,2,3,Buena,No,5,Extremadamente satisfecho
