Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente
979,05/09/2026,Desparacitación,7,131,4261,MVZ. Eddie Hernández Vidal,1,5,4,1,Buena,No,Satisfecho
980,06/09/2026,Hospitalización,36,31,9183,MVZ. Eddie Hernández Vidal,1,2,2,3,Mala,Sí,Algo satisfecho
981,07/09/2026,Cirugías,16,51,4569,MVZ. Eddie Hernández Vidal,3,4,2,3,Regular,Sí,Satisfecho
982,08/09/2026,Urgencias,6,23,4279,MVZ. Eddie Hernández Vidal,3,2,4,5,Pesima,Sí,Muy Satisfecho
983,09/09/2026,Desparacitación,42,93,2244,MVZ. Eddie Hernández Vidal,3,2,2,2,Mala,Sí,Algo satisfecho
984,10/09/2026,Desparacitación,20,46,9734,MVZ. Eddie Hernández Vidal,4,2,3,2,Buena,Sí,Satisfecho
985,11/09/2026,Urgencias,38,24,8862,MVZ. Eddie Hernández Vidal,2,4,2,2,Regular,Sí,Satisfecho
986,12/09/2026,Servicio a domicilio,4,7,7426,MVZ. Eddie Hernández Vidal,5,2,4,1,Pesima,No,Satisfecho
987,13/09/2026,Cirugías,16,47,8217,MVZ. Eddie Hernández Vidal,2,1,4,4,Regular,No,Satisfecho
988,14/09/2026,Cirugías,34,54,904,MVZ. Eddie Hernández Vidal,5,5,4,5,Mala,No,Extremadamente satisfecho
989,15/09/2026,Vacunación,47,162,7678,MVZ. Eddie Hernández Vidal,2,4,3,1,Regular,Sí,Satisfecho
990,16/09/2026,Urgencias,56,26,8972,MVZ. Eddie Hernández Vidal,2,3,1,1,Pesima,Sí,Algo satisfecho
991,17/09/2026,Urgencias,59,123,9444,MVZ. Eddie Hernández Vidal,5,2,4,4,Regular,No,Muy Satisfecho
992,18/09/2026,Consulta general,47,94,7070,MVZ. Eddie Hernández Vidal,1,5,3,3,Pesima,No,Satisfecho
993,19/09/2026,Servicio a domicilio,14,83,1603,MVZ. Eddie Hernández Vidal,3,3,5,1,Mala,Sí,Satisfecho
994,20/09/2026,Consulta general,47,126,2165,MVZ. Eddie Hernández Vidal,4,3,4,1,Pesima,No,Satisfecho
995,21/09/2026,Urgencias,39,91,4651,MVZ. Eddie Hernández Vidal,4,5,2,2,Mala,Sí,Satisfecho
996,22/09/2026,Consulta general,15,144,7531,MVZ. Eddie Hernández Vidal,1,1,3,4,Mala,No,Algo satisfecho
997,23/09/2026,Ultrasonido,24,59,8666,MVZ. Eddie Hernández Vidal,1,5,5,5,Regular,Sí,Muy Satisfecho
998,24/09/2026,Vacunación,14,29,5145,MVZ. Eddie Hernández Vidal,4,2,2,5,Buena,No,Satisfecho
999,25/09/2026,Desparacitación,10,74,3811,MVZ. Eddie Hernández Vidal,5,2,3,2,Buena,Sí,Satisfecho
1000,26/09/2026,Vacunación,54,11,5070,MVZ. Eddie Hernández Vidal,4,2,1,4,Buena,Sí,Satisfecho
1001,27/09/2026,Ultrasonido,4,66,602,MVZ. Eddie Hernández Vidal,2,3,2,3,Buena,Sí,Satisfecho
1002,28/09/2026,Desparacitación,20,46,509,MVZ. Eddie Hernández Vidal,5,4,3,4,Pesima,Sí,Muy Satisfecho
1003,29/09/2026,Servicio a domicilio,41,112,1837,MVZ. Eddie Hernández Vidal,1,1,1,1,Mala,Sí,Insatisfecho
1004,30/09/2026,Vacunación,40,180,3126,MVZ. Eddie Hernández Vidal,4,5,1,1,Buena,Sí,Satisfecho
1005,01/10/2026,Ultrasonido,52,145,3832,MVZ. Eddie Hernández Vidal,1,3,2,5,Regular,No,Satisfecho
1006,02/10/2026,Vacunación,11,145,9501,MVZ. Eddie Hernández Vidal,5,2,5,5,Pesima,Sí,Muy Satisfecho
1007,03/10/2026,Vacunación,60,50,883,MVZ. Eddie Hernández Vidal,2,5,2,5,Pesima,No,Muy Satisfecho
1008,04/10/2026,Estética,53,42,8974,MVZ. Eddie Hernández Vidal,2,1,1,5,Mala,Sí,Algo satisfecho
1009,05/10/2026,Consulta general,29,87,8970,MVZ. Eddie Hernández Vidal,1,4,3,2,Pesima,No,Satisfecho
1010,06/10/2026,Vacunación,3,58,5625,MVZ. Eddie Hernández Vidal,5,2,1,2,Regular,Sí,Satisfecho
1011,07/10/2026,Vacunación,52,45,7510,MVZ. Eddie Hernández Vidal,2,4,2,2,Pesima,Sí,Satisfecho
1012,08/10/2026,Consulta general,44,141,3497,MVZ. Eddie Hernández Vidal,2,3,1,4,Pesima,Sí,Satisfecho
1013,09/10/2026,Cirugías,26,5,7353,MVZ. Eddie Hernández Vidal,2,4,5,1,Regular,Sí,Satisfecho
1014,10/10/2026,Vacunación,60,37,5338,MVZ. Eddie Hernández Vidal,5,2,1,4,Buena,No,Satisfecho
1015,11/10/2026,Ultrasonido,27,145,8399,MVZ. Eddie Hernández Vidal,2,2,5,4,Regular,No,Satisfecho
1016,12/10/2026,Desparacitación,2,25,6718,MVZ. Eddie Hernández Vidal,5,1,5,3,Regular,No,Muy Satisfecho
1017,13/10/2026,Estética,60,119,4085,MVZ. Eddie Hernández Vidal,1,3,3,1,Buena,Sí,Algo satisfecho
1018,14/10/2026,Cirugías,2,20,1068,MVZ. Eddie Hernández Vidal,5,1,1,4,Pesima,Sí,Satisfecho
1019,15/10/2026,Hospitalización,23,28,4981,MVZ. Eddie Hernández Vidal,1,4,3,4,Buena,No,Satisfecho
1020,16/10/2026,Consulta general,45,59,761,MVZ. Eddie Hernández Vidal,1,5,4,5,Regular,Sí,Muy Satisfecho
1021,17/10/2026,Estética,28,113,8087,MVZ. Eddie Hernández Vidal,2,2,3,3,Pesima,Sí,Satisfecho
1022,18/10/2026,Servicio a domicilio,57,92,7838,MVZ. Eddie Hernández Vidal,1,1,3,3,Pesima,Sí,Algo satisfecho
1023,19/10/2026,Urgencias,53,14,7198,MVZ. Eddie Hernández Vidal,1,2,5,2,Regular,Sí,Satisfecho
1024,20/10/2026,Urgencias,18,114,5780,MVZ. Eddie Hernández Vidal,3,5,5,2,Pesima,No,Muy Satisfecho
1025,21/10/2026,Desparacitación,47,110,7997,MVZ. Eddie Hernández Vidal,3,2,4,1,Pesima,No,Satisfecho
1026,22/10/2026,Servicio a domicilio,59,75,5296,MVZ. Eddie Hernández Vidal,3,4,5,2,Mala,No,Muy Satisfecho
1027,23/10/2026,Consulta general,1,168,3733,MVZ. Eddie Hernández Vidal,4,5,5,3,Buena,Sí,Muy Satisfecho
1028,24/10/2026,Servicio a domicilio,4,171,787,MVZ. Eddie Hernández Vidal,5,3,3,5,Buena,Sí,Muy Satisfecho
1029,25/10/2026,Servicio a domicilio,36,70,2265,MVZ. Eddie Hernández Vidal,5,1,5,5,Pesima,No,Muy Satisfecho
1030,26/10/2026,Vacunación,17,38,6794,MVZ. Eddie Hernández Vidal,3,2,1,1,Pesima,Sí,Algo satisfecho
1031,27/10/2026,Desparacitación,24,106,4579,MVZ. Eddie Hernández Vidal,2,4,4,2,Mala,No,Satisfecho
1032,28/10/2026,Hospitalización,25,102,9985,MVZ. Eddie Hernández Vidal,3,1,5,1,Buena,Sí,Satisfecho
1033,29/10/2026,Cirugías,43,166,5426,MVZ. Eddie Hernández Vidal,5,2,2,2,Pesima,No,Satisfecho
1034,30/10/2026,Consulta general,12,136,2325,MVZ. Eddie Hernández Vidal,3,4,3,3,Mala,No,Satisfecho
1035,31/10/2026,Vacunación,34,91,8371,MVZ. Eddie Hernández Vidal,2,5,3,5,Regular,No,Muy Satisfecho
1036,01/11/2026,Consulta general,21,106,1539,MVZ. Eddie Hernández Vidal,5,3,1,3,Mala,Sí,Satisfecho
1037,02/11/2026,Urgencias,56,127,3061,MVZ. Eddie Hernández Vidal,1,2,2,1,Mala,No,Algo satisfecho
1038,03/11/2026,Consulta general,50,166,6771,MVZ. Eddie Hernández Vidal,2,2,4,3,Mala,No,Satisfecho
1039,04/11/2026,Desparacitación,9,8,7115,MVZ. Eddie Hernández Vidal,4,2,3,4,Pesima,No,Satisfecho
1040,05/11/2026,Urgencias,36,82,8209,MVZ. Eddie Hernández Vidal,3,3,1,2,Regular,Sí,Algo satisfecho
1041,06/11/2026,Servicio a domicilio,43,167,4630,MVZ. Eddie Hernández Vidal,5,2,5,4,Regular,No,Muy Satisfecho
1042,07/11/2026,Consulta general,41,84,9439,MVZ. Eddie Hernández Vidal,2,3,4,2,Pesima,Sí,Satisfecho
1043,08/11/2026,Vacunación,6,176,9255,MVZ. Eddie Hernández Vidal,4,3,3,5,Mala,No,Muy Satisfecho
1044,09/11/2026,Consulta general,17,35,2501,MVZ. Eddie Hernández Vidal,5,5,5,1,Mala,Sí,Muy Satisfecho
1045,10/11/2026,Desparacitación,31,174,1240,MVZ. Eddie Hernández Vidal,5,1,5,4,Mala,No,Muy Satisfecho
1046,11/11/2026,Hospitalización,58,161,3808,MVZ. Eddie Hernández Vidal,3,4,1,3,Pesima,No,Satisfecho
1047,12/11/2026,Cirugías,50,142,1128,MVZ. Eddie Hernández Vidal,2,3,5,4,Regular,No,Muy Satisfecho
1048,13/11/2026,Ultrasonido,47,16,3375,MVZ. Eddie Hernández Vidal,1,1,4,4,Buena,Sí,Satisfecho
1049,14/11/2026,Servicio a domicilio,44,158,9494,MVZ. Eddie Hernández Vidal,5,3,5,5,Regular,Sí,Extremadamente satisfecho
1050,15/11/2026,Cirugías,6,62,3081,MVZ. Eddie Hernández Vidal,2,5,3,4,Pesima,Sí,Muy Satisfecho
1051,16/11/2026,Servicio a domicilio,50,78,4786,MVZ. Eddie Hernández Vidal,4,5,4,1,Pesima,Sí,Muy Satisfecho
1052,17/11/2026,Servicio a domicilio,16,67,9776,MVZ. Eddie Hernández Vidal,1,5,4,2,Pesima,Sí,Satisfecho
1053,18/11/2026,Consulta general,30,101,4042,MVZ. Eddie Hernández Vidal,5,5,1,5,Mala,Sí,Muy Satisfecho
1054,19/11/2026,Vacunación,28,154,4878,MVZ. Eddie Hernández Vidal,3,1,1,1,Regular,Sí,Algo satisfecho
1055,20/11/2026,Estética,11,168,7061,MVZ. Eddie Hernández Vidal,3,2,1,5,Pesima,Sí,Satisfecho
1056,21/11/2026,Vacunación,32,126,5760,MVZ. Eddie Hernández Vidal,1,4,2,4,Regular,No,Satisfecho
1057,22/11/2026,Urgencias,38,177,5071,MVZ. Eddie Hernández Vidal,5,3,2,4,Buena,No,Muy Satisfecho
1058,23/11/2026,Hospitalización,25,101,2026,MVZ. Eddie Hernández Vidal,5,2,1,1,Pesima,Sí,Algo satisfecho
1059,24/11/2026,Vacunación,38,97,5856,MVZ. Eddie Hernández Vidal,4,1,5,1,Pesima,Sí,Satisfecho
1060,25/11/2026,Estética,29,105,1586,MVZ. Eddie Hernández Vidal,4,1,5,2,Buena,No,Satisfecho
1061,26/11/2026,Servicio a domicilio,2,79,1876,MVZ. Eddie Hernández Vidal,3,4,4,1,Pesima,No,Satisfecho
1062,27/11/2026,Desparacitación,19,104,7497,MVZ. Eddie Hernández Vidal,3,4,5,3,Pesima,Sí,Muy Satisfecho
1063,28/11/2026,Vacunación,12,34,2588,MVZ. Eddie Hernández Vidal,5,5,5,2,Regular,Sí,Muy Satisfecho
1064,29/11/2026,Consulta general,18,46,2833,MVZ. Eddie Hernández Vidal,2,2,3,3,Pesima,No,Satisfecho
1065,30/11/2026,Ultrasonido,0,170,9062,MVZ. Eddie Hernández Vidal,4,1,4,5,Regular,Sí,Muy Satisfecho
1066,01/12/2026,Cirugías,41,162,6236,MVZ. Eddie Hernández Vidal,1,2,1,2,Pesima,Sí,Algo satisfecho
1067,02/12/2026,Estética,22,102,639,MVZ. Eddie Hernández Vidal,1,3,1,2,Pesima,No,Algo satisfecho
1068,03/12/2026,Desparacitación,17,40,5075,MVZ. Eddie Hernández Vidal,1,5,5,2,Pesima,No,Satisfecho
1069,04/12/2026,Vacunación,42,89,9153,MVZ. Eddie Hernández Vidal,3,2,1,3,Regular,Sí,Algo satisfecho
1070,05/12/2026,Ultrasonido,4,38,6121,MVZ. Eddie Hernández Vidal,2,3,1,2,Buena,Sí,Algo satisfecho
1071,06/12/2026,Cirugías,4,136,2428,MVZ. Eddie Hernández Vidal,1,4,5,3,Regular,No,Satisfecho
1072,07/12/2026,Vacunación,18,100,2705,MVZ. Eddie Hernández Vidal,3,5,5,2,Buena,No,Muy Satisfecho
1073,08/12/2026,Hospitalización,5,105,7470,MVZ. Eddie Hernández Vidal,4,5,1,1,Mala,Sí,Satisfecho
1074,09/12/2026,Estética,14,93,593,MVZ. Eddie Hernández Vidal,4,3,3,3,Regular,No,Satisfecho
1075,10/12/2026,Estética,10,30,1128,MVZ. Eddie Hernández Vidal,2,5,4,3,Mala,Sí,Muy Satisfecho
1076,11/12/2026,Vacunación,50,94,3930,MVZ. Eddie Hernández Vidal,3,1,3,3,Buena,No,Satisfecho
1077,12/12/2026,Hospitalización,29,42,4296,MVZ. Eddie Hernández Vidal,5,5,5,3,Buena,No,Extremadamente satisfecho
1078,13/12/2026,Estética,19,132,8385,MVZ. Eddie Hernández Vidal,4,2,4,3,Buena,No,Satisfecho
1079,14/12/2026,Cirugías,34,82,1802,MVZ. Eddie Hernández Vidal,3,4,3,5,Regular,No,Muy Satisfecho
1080,15/12/2026,Hospitalización,3,101,9646,MVZ. Eddie Hernández Vidal,2,2,2,5,Pesima,No,Satisfecho
1081,16/12/2026,Servicio a domicilio,8,111,3726,MVZ. Eddie Hernández Vidal,4,3,3,4,Pesima,Sí,Muy Satisfecho
1082,17/12/2026,Hospitalización,26,10,9095,MVZ. Eddie Hernández Vidal,3,5,1,1,Regular,Sí,Satisfecho
1083,18/12/2026,Estética,18,26,8825,MVZ. Eddie Hernández Vidal,5,4,1,1,Regular,Sí,Satisfecho
1084,19/12/2026,Urgencias,4,173,3754,MVZ. Eddie Hernández Vidal,5,4,1,3,Buena,Sí,Satisfecho
1085,20/12/2026,Hospitalización,7,146,8771,MVZ. Eddie Hernández Vidal,2,5,5,5,Regular,No,Muy Satisfecho
1086,21/12/2026,Desparacitación,42,32,9614,MVZ. Eddie Hernández Vidal,4,2,1,2,Pesima,Sí,Algo satisfecho
1087,22/12/2026,Estética,29,39,9467,MVZ. Eddie Hernández Vidal,2,1,4,4,Regular,No,Satisfecho
1088,23/12/2026,Desparacitación,35,133,3555,MVZ. Eddie Hernández Vidal,5,3,3,4,Regular,No,Muy Satisfecho
1089,24/12/2026,Desparacitación,15,60,8110,MVZ. Eddie Hernández Vidal,2,5,3,2,Buena,No,Satisfecho
1090,25/12/2026,Urgencias,46,49,7983,MVZ. Eddie Hernández Vidal,4,1,5,5,Mala,No,Muy Satisfecho
1091,26/12/2026,Desparacitación,45,116,154,MVZ. Eddie Hernández Vidal,4,5,4,3,Regular,No,Muy Satisfecho
1092,27/12/2026,Estética,3,56,3609,MVZ. Eddie Hernández Vidal,3,3,4,2,Pesima,Sí,Satisfecho
1093,28/12/2026,Urgencias,58,64,2374,MVZ. Eddie Hernández Vidal,3,2,4,3,Buena,Sí,Satisfecho
1094,29/12/2026,Urgencias,3,22,4789,MVZ. Eddie Hernández Vidal,1,2,2,1,Mala,Sí,Algo satisfecho
1095,30/12/2026,Desparacitación,6,101,5800,MVZ. Eddie Hernández Vidal,3,3,1,2,Pesima,No,Algo satisfecho
1096,31/12/2026,Hospitalización,2,16,4971,MVZ. Eddie Hernández Vidal,1,3,2,4,Pesima,Sí,Satisfecho
1097,01/01/2027,Vacunación,37,175,2137,MVZ. Eddie Hernández Vidal,3,2,3,2,Buena,No,Satisfecho
1098,02/01/2027,Hospitalización,24,38,9414,MVZ. Eddie Hernández Vidal,4,2,5,1,Buena,Sí,Satisfecho
1099,03/01/2027,Hospitalización,55,56,8463,MVZ. Eddie Hernández Vidal,4,5,4,5,Mala,No,Extremadamente satisfecho
1100,04/01/2027,Servicio a domicilio,59,74,4481,MVZ. Eddie Hernández Vidal,2,1,1,3,Pesima,No,Algo satisfecho
1101,05/01/2027,Servicio a domicilio,35,86,3634,MVZ. Eddie Hernández Vidal,4,5,2,2,Buena,Sí,Satisfecho
1102,06/01/2027,Consulta general,3,15,4949,MVZ. Eddie Hernández Vidal,4,4,2,4,Regular,No,Muy Satisfecho
1103,07/01/2027,Hospitalización,7,46,3031,MVZ. Eddie Hernández Vidal,1,1,1,2,Pesima,Sí,Insatisfecho
1104,08/01/2027,Urgencias,27,164,9518,MVZ. Eddie Hernández Vidal,2,1,3,5,Regular,Sí,Satisfecho
1105,09/01/2027,Hospitalización,50,8,5424,MVZ. Eddie Hernández Vidal,4,3,1,3,Buena,No,Satisfecho
1106,10/01/2027,Cirugías,2,175,6718,MVZ. Eddie Hernández Vidal,4,5,3,1,Mala,Sí,Satisfecho
1107,11/01/2027,Hospitalización,48,99,980,MVZ. Eddie Hernández Vidal,5,1,4,2,Mala,No,Satisfecho
1108,12/01/2027,Consulta general,7,139,9625,MVZ. Eddie Hernández Vidal,4,1,4,1,Buena,No,Satisfecho
1109,13/01/2027,Consulta general,10,69,9330,MVZ. Eddie Hernández Vidal,5,3,3,4,Regular,No,Muy Satisfecho
1110,14/01/2027,Servicio a domicilio,45,9,9474,MVZ. Eddie Hernández Vidal,3,2,3,3,Buena,Sí,Satisfecho
1111,15/01/2027,Desparacitación,59,137,1842,MVZ. Eddie Hernández Vidal,3,4,4,5,Buena,No,Muy Satisfecho
1112,16/01/2027,Consulta general,48,68,2126,MVZ. Eddie Hernández Vidal,4,2,5,3,Regular,Sí,Muy Satisfecho
1113,17/01/2027,Desparacitación,57,91,9209,MVZ. Eddie Hernández Vidal,2,1,4,4,Buena,No,Satisfecho
1114,18/01/2027,Cirugías,5,162,9557,MVZ. Eddie Hernández Vidal,4,4,3,1,Buena,Sí,Satisfecho
1115,19/01/2027,Estética,52,27,7888,MVZ. Eddie Hernández Vidal,3,2,5,2,Regular,Sí,Satisfecho
1116,20/01/2027,Servicio a domicilio,40,92,1890,MVZ. Eddie Hernández Vidal,5,2,4,1,Buena,No,Satisfecho
1117,21/01/2027,Consulta general,22,54,3947,MVZ. Eddie Hernández Vidal,5,5,2,1,Regular,Sí,Satisfecho
1118,22/01/2027,Ultrasonido,52,31,9272,MVZ. Eddie Hernández Vidal,3,5,1,4,Buena,Sí,Satisfecho
1119,23/01/2027,Vacunación,43,123,5879,MVZ. Eddie Hernández Vidal,4,4,2,4,Mala,Sí,Muy Satisfecho
1120,24/01/2027,Urgencias,1,61,3430,MVZ. Eddie Hernández Vidal,3,4,1,5,Mala,No,Satisfecho
1121,25/01/2027,Vacunación,6,144,1796,MVZ. Eddie Hernández Vidal,3,1,2,5,Buena,No,Satisfecho
1122,26/01/2027,Cirugías,28,135,7879,MVZ. Eddie Hernández Vidal,5,5,5,4,Pesima,Sí,Extremadamente satisfecho
1123,27/01/2027,Consulta general,5,17,8343,MVZ. Eddie Hernández Vidal,5,3,4,3,Buena,Sí,Muy Satisfecho
1124,28/01/2027,Vacunación,40,7,2721,MVZ. Eddie Hernández Vidal,3,1,3,1,Mala,Sí,Algo satisfecho
1125,29/01/2027,Hospitalización,10,96,794,MVZ. Eddie Hernández Vidal,5,3,5,2,Regular,No,Muy Satisfecho
1126,30/01/2027,Consulta general,7,122,4973,MVZ. Eddie Hernández Vidal,4,5,2,2,Regular,No,Satisfecho
1127,31/01/2027,Consulta general,29,126,6570,MVZ. Eddie Hernández Vidal,4,2,1,2,Pesima,Sí,Algo satisfecho
1128,01/02/2027,Hospitalización,36,126,1145,MVZ. Eddie Hernández Vidal,1,2,5,4,Buena,Sí,Satisfecho
1129,02/02/2027,Desparacitación,18,40,2581,MVZ. Eddie Hernández Vidal,3,1,5,5,Buena,Sí,Muy Satisfecho
1130,03/02/2027,Servicio a domicilio,47,133,1425,MVZ. Eddie Hernández Vidal,2,4,2,1,Buena,No,Algo satisfecho
1131,04/02/2027,Urgencias,60,66,3641,MVZ. Eddie Hernández Vidal,4,5,2,3,Mala,No,Muy Satisfecho
1132,05/02/2027,Vacunación,59,82,2259,MVZ. Eddie Hernández Vidal,5,3,4,4,Mala,Sí,Muy Satisfecho
1133,06/02/2027,Servicio a domicilio,2,106,6134,MVZ. Eddie Hernández Vidal,3,3,3,4,Mala,Sí,Satisfecho
1134,07/02/2027,Desparacitación,41,151,9818,MVZ. Eddie Hernández Vidal,2,1,2,4,Regular,Sí,Algo satisfecho
1135,08/02/2027,Urgencias,29,168,4640,MVZ. Eddie Hernández Vidal,2,1,3,2,Buena,Sí,Algo satisfecho
1136,09/02/2027,Urgencias,32,15,4456,MVZ. Eddie Hernández Vidal,2,5,5,5,Pesima,No,Muy Satisfecho
1137,10/02/2027,Vacunación,49,24,6208,MVZ. Eddie Hernández Vidal,2,2,4,3,Mala,Sí,Satisfecho
1138,11/02/2027,Estética,60,160,7479,MVZ. Eddie Hernández Vidal,4,1,5,3,Pesima,Sí,Satisfecho
1139,12/02/2027,Vacunación,52,14,831,MVZ. Eddie Hernández Vidal,1,5,5,4,Pesima,Sí,Muy Satisfecho
1140,13/02/2027,Urgencias,25,117,9073,MVZ. Eddie Hernández Vidal,5,2,5,4,Pesima,Sí,Muy Satisfecho
1141,14/02/2027,Desparacitación,36,171,4641,MVZ. Eddie Hernández Vidal,4,4,5,2,Regular,No,Muy Satisfecho
1142,15/02/2027,Desparacitación,19,127,6106,MVZ. Eddie Hernández Vidal,1,4,4,3,Mala,Sí,Satisfecho
1143,16/02/2027,Urgencias,32,17,2838,MVZ. Eddie Hernández Vidal,4,4,1,1,Regular,Sí,Satisfecho
1144,17/02/2027,Servicio a domicilio,53,107,3888,MVZ. Eddie Hernández Vidal,5,3,1,5,Regular,No,Muy Satisfecho
1145,18/02/2027,Cirugías,27,74,1033,MVZ. Eddie Hernández Vidal,4,4,3,2,Pesima,No,Satisfecho
1146,19/02/2027,Cirugías,26,91,7913,MVZ. Eddie Hernández Vidal,5,5,3,5,Regular,Sí,Extremadamente satisfecho
1147,20/02/2027,Estética,56,67,5016,MVZ. Eddie Hernández Vidal,3,1,1,5,Pesima,No,Satisfecho
1148,21/02/2027,Servicio a domicilio,56,17,5792,MVZ. Eddie Hernández Vidal,4,2,3,5,Mala,Sí,Muy Satisfecho
1149,22/02/2027,Hospitalización,28,71,8066,MVZ. Eddie Hernández Vidal,3,5,3,4,Mala,Sí,Muy Satisfecho
1150,23/02/2027,Vacunación,45,64,5355,MVZ. Eddie Hernández Vidal,4,2,2,5,Mala,Sí,Satisfecho
1151,24/02/2027,Ultrasonido,23,133,7480,MVZ. Eddie Hernández Vidal,3,1,2,4,Regular,Sí,Satisfecho
1152,25/02/2027,Consulta general,18,29,5047,MVZ. Eddie Hernández Vidal,3,3,1,4,Regular,No,Satisfecho
1153,26/02/2027,Urgencias,5,111,2686,MVZ. Eddie Hernández Vidal,3,1,5,5,Buena,No,Muy Satisfecho
1154,27/02/2027,Servicio a domicilio,1,137,3829,MVZ. Eddie Hernández Vidal,2,1,4,4,Mala,No,Satisfecho
1155,28/02/2027,Servicio a domicilio,21,151,7651,MVZ. Eddie Hernández Vidal,1,1,2,2,Buena,No,Algo satisfecho
1156,01/03/2027,Cirugías,34,50,3876,MVZ. Eddie Hernández Vidal,1,2,1,3,Pesima,Sí,Algo satisfecho
1157,02/03/2027,Cirugías,1,77,5786,MVZ. Eddie Hernández Vidal,3,1,1,3,Buena,Sí,Algo satisfecho
1158,03/03/2027,Consulta general,29,149,4174,MVZ. Eddie Hernández Vidal,2,5,4,4,Regular,No,Muy Satisfecho
1159,04/03/2027,Servicio a domicilio,45,91,5276,MVZ. Eddie Hernández Vidal,2,4,1,1,Buena,Sí,Algo satisfecho
1160,05/03/2027,Estética,34,111,9021,MVZ. Eddie Hernández Vidal,5,4,4,4,Buena,Sí,Muy Satisfecho
1161,06/03/2027,Hospitalización,14,84,4933,MVZ. Eddie Hernández Vidal,2,5,2,4,Buena,No,Satisfecho
1162,07/03/2027,Vacunación,42,132,8704,MVZ. Eddie Hernández Vidal,3,3,4,5,Mala,No,Muy Satisfecho
1163,08/03/2027,Hospitalización,30,25,4574,MVZ. Eddie Hernández Vidal,5,4,3,5,Mala,Sí,Muy Satisfecho
1164,09/03/2027,Vacunación,9,53,3061,MVZ. Eddie Hernández Vidal,1,2,5,5,Regular,Sí,Satisfecho
1165,10/03/2027,Consulta general,54,92,5355,MVZ. Eddie Hernández Vidal,1,3,2,2,Buena,No,Algo satisfecho
1166,11/03/2027,Urgencias,27,71,7439,MVZ. Eddie Hernández Vidal,4,1,2,1,Regular,Sí,Algo satisfecho
1167,12/03/2027,Consulta general,7,53,7460,MVZ. Eddie Hernández Vidal,3,3,2,3,Buena,No,Satisfecho
1168,13/03/2027,Urgencias,12,144,1429,MVZ. Eddie Hernández Vidal,4,1,5,1,Regular,No,Satisfecho
1169,14/03/2027,Estética,29,157,2604,MVZ. Eddie Hernández Vidal,1,4,5,4,Pesima,No,Muy Satisfecho
1170,15/03/2027,Estética,36,148,3640,MVZ. Eddie Hernández Vidal,2,1,4,4,Pesima,Sí,Satisfecho
1171,16/03/2027,Cirugías,38,116,4709,MVZ. Eddie Hernández Vidal,5,3,4,5,Mala,Sí,Muy Satisfecho
1172,17/03/2027,Vacunación,28,158,6752,MVZ. Eddie Hernández Vidal,4,1,3,1,Regular,No,Algo satisfecho
1173,18/03/2027,Vacunación,49,132,4367,MVZ. Eddie Hernández Vidal,3,5,4,4,Pesima,No,Muy Satisfecho
1174,19/03/2027,Consulta general,21,138,1907,MVZ. Eddie Hernández Vidal,1,1,4,3,Buena,No,Algo satisfecho
1175,20/03/2027,Urgencias,23,27,4988,MVZ. Eddie Hernández Vidal,1,5,3,1,Pesima,No,Satisfecho
1176,21/03/2027,Ultrasonido,37,59,5164,MVZ. Eddie Hernández Vidal,5,2,3,2,Mala,Sí,Satisfecho
1177,22/03/2027,Consulta general,20,56,8381,MVZ. Eddie Hernández Vidal,1,5,4,5,Mala,Sí,Muy Satisfecho
1178,23/03/2027,Ultrasonido,13,167,6998,MVZ. Eddie Hernández Vidal,4,3,3,1,Pesima,Sí,Satisfecho
1179,24/03/2027,Cirugías,45,162,7239,MVZ. Eddie Hernández Vidal,1,2,2,2,Regular,Sí,Algo satisfecho
1180,25/03/2027,Hospitalización,40,145,6930,MVZ. Eddie Hernández Vidal,1,3,1,1,Buena,No,Algo satisfecho
1181,26/03/2027,Urgencias,50,49,9670,MVZ. Eddie Hernández Vidal,5,2,1,2,Pesima,Sí,Satisfecho
1182,27/03/2027,Consulta general,41,63,4773,MVZ. Eddie Hernández Vidal,2,2,5,5,Mala,Sí,Muy Satisfecho
1183,28/03/2027,Desparacitación,54,129,1324,MVZ. Eddie Hernández Vidal,3,5,5,4,Pesima,Sí,Muy Satisfecho
1184,29/03/2027,Cirugías,1,25,3836,MVZ. Eddie Hernández Vidal,3,2,2,3,Mala,No,Satisfecho
1185,30/03/2027,Consulta general,8,68,2273,MVZ. Eddie Hernández Vidal,4,3,2,5,Mala,No,Muy Satisfecho
1186,31/03/2027,Ultrasonido,58,179,3061,MVZ. Eddie Hernández Vidal,3,3,3,3,Buena,Sí,Satisfecho
1187,01/04/2027,Cirugías,39,102,9949,MVZ. Eddie Hernández Vidal,5,2,3,5,Regular,No,Muy Satisfecho
1188,02/04/2027,Desparacitación,44,80,8587,MVZ. Eddie Hernández Vidal,5,2,4,3,Mala,No,Muy Satisfecho
1189,03/04/2027,Desparacitación,9,51,7274,MVZ. Eddie Hernández Vidal,1,1,5,4,Mala,No,Satisfecho
1190,04/04/2027,Desparacitación,49,99,3126,MVZ. Eddie Hernández Vidal,1,1,4,3,Regular,No,Algo satisfecho
