Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente,Niveles
1000,03/07/2023,Desparasitación,20,146,4156,MVZ. Eddie Hernández Vidal,5,2,1,1,Mala,Sí,Insatisfecho,Insatisfecho
1001,24/12/2023,Estética,10,95,4370,MVZ. Eddie Hernández Vidal,5,1,2,5,Regular,Sí,Satisfecho,Satisfecho
1002,28/12/2023,Consulta general,17,43,5715,MVZ. Eddie Hernández Vidal,2,4,2,3,Buena,Sí,Insatisfecho,Insatisfecho
1003,24/09/2023,Estética,22,61,1752,MVZ. Eddie Hernández Vidal,3,2,4,1,Regular,Sí,Satisfecho,Satisfecho
1004,29/11/2023,Desparasitación,16,86,459,MVZ. Eddie Hernández Vidal,5,2,2,1,Mala,No,Algo satisfecho,Algo satisfecho
1005,14/10/2023,Desparasitación,17,86,4937,MVZ. Eddie Hernández Vidal,2,3,5,1,Mala,No,Satisfecho,Satisfecho
1006,07/09/2023,Vacunación,24,16,220,MVZ. Eddie Hernández Vidal,3,5,1,4,Mala,No,Satisfecho,Satisfecho
1007,29/10/2023,Estética,15,143,5696,MVZ. Eddie Hernández Vidal,4,4,5,2,Mala,Sí,Insatisfecho,Insatisfecho
1008,24/12/2023,Vacunación,27,95,406,MVZ. Eddie Hernández Vidal,1,5,5,1,Mala,Sí,Insatisfecho,Insatisfecho
1009,10/05/2023,Desparasitación,28,48,2327,MVZ. Eddie Hernández Vidal,2,1,2,2,Mala,No,Muy Satisfecho,Muy Satisfecho
1010,11/10/2023,Servicio a domicilio,10,110,3603,MVZ. Eddie Hernández Vidal,3,2,2,5,Regular,No,Muy Satisfecho,Muy Satisfecho
1011,09/03/2023,Urgencias,29,129,4298,MVZ. Eddie Hernández Vidal,3,2,3,5,Buena,Sí,Satisfecho,Satisfecho
1012,28/06/2023,Consulta general,40,72,466,MVZ. Eddie Hernández Vidal,2,5,1,1,Pésima,No,Insatisfecho,Insatisfecho
1013,18/08/2023,Consulta general,24,53,2089,MVZ. Eddie Hernández Vidal,4,2,2,4,Regular,No,Algo satisfecho,Algo satisfecho
1014,01/07/2023,Servicio a domicilio,23,87,2421,MVZ. Eddie Hernández Vidal,3,1,2,2,Mala,No,Insatisfecho,Insatisfecho
1015,12/10/2023,Hospitalización,29,104,2034,MVZ. Eddie Hernández Vidal,2,1,3,5,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1016,17/01/2023,Consulta general,13,68,3916,MVZ. Eddie Hernández Vidal,1,2,2,1,Mala,Sí,Insatisfecho,Insatisfecho
1017,11/01/2023,Ultrasonido,27,150,3258,MVZ. Eddie Hernández Vidal,5,3,2,5,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1018,15/02/2023,Servicio a domicilio,8,143,1892,MVZ. Eddie Hernández Vidal,4,2,1,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1019,21/09/2023,Vacunación,26,39,746,MVZ. Eddie Hernández Vidal,5,1,3,3,Regular,Sí,Satisfecho,Satisfecho
1020,04/08/2023,Cirugías,10,108,5172,MVZ. Eddie Hernández Vidal,2,4,5,2,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1021,30/09/2023,Estética,26,104,539,MVZ. Eddie Hernández Vidal,2,4,4,4,Pésima,No,Insatisfecho,Insatisfecho
1022,28/06/2023,Servicio a domicilio,36,73,794,MVZ. Eddie Hernández Vidal,2,3,1,4,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1023,25/05/2023,Vacunación,17,23,5637,MVZ. Eddie Hernández Vidal,3,3,1,2,Pésima,No,Insatisfecho,Insatisfecho
1024,10/06/2023,Vacunación,25,142,2511,MVZ. Eddie Hernández Vidal,1,1,1,1,Buena,Sí,Algo satisfecho,Algo satisfecho
1025,07/09/2023,Consulta general,32,18,4854,MVZ. Eddie Hernández Vidal,2,2,1,3,Pésima,No,Insatisfecho,Insatisfecho
1026,29/07/2023,Urgencias,8,112,1835,MVZ. Eddie Hernández Vidal,4,3,5,5,Mala,Sí,Satisfecho,Satisfecho
1027,25/05/2023,Estética,21,33,1877,MVZ. Eddie Hernández Vidal,5,1,1,2,Mala,No,Muy Satisfecho,Muy Satisfecho
1028,12/09/2023,Desparasitación,25,37,5085,MVZ. Eddie Hernández Vidal,4,1,1,5,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1029,24/08/2023,Hospitalización,38,137,5046,MVZ. Eddie Hernández Vidal,3,1,5,1,Regular,No,Satisfecho,Satisfecho
1030,25/08/2023,Cirugías,40,26,1988,MVZ. Eddie Hernández Vidal,1,5,4,4,Buena,No,Algo satisfecho,Algo satisfecho
1031,05/06/2023,Cirugías,24,102,2152,MVZ. Eddie Hernández Vidal,1,4,4,2,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1032,11/07/2023,Ultrasonido,12,85,5528,MVZ. Eddie Hernández Vidal,1,5,2,5,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1033,29/08/2023,Desparasitación,23,58,613,MVZ. Eddie Hernández Vidal,5,1,3,5,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1034,12/07/2023,Ultrasonido,31,93,325,MVZ. Eddie Hernández Vidal,4,5,2,5,Pésima,No,Satisfecho,Satisfecho
1035,08/10/2023,Hospitalización,6,123,5194,MVZ. Eddie Hernández Vidal,3,2,1,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1036,12/12/2023,Servicio a domicilio,37,84,1268,MVZ. Eddie Hernández Vidal,3,2,5,5,Pésima,Sí,Satisfecho,Satisfecho
1037,27/10/2023,Consulta general,40,70,3004,MVZ. Eddie Hernández Vidal,5,2,4,5,Mala,No,Satisfecho,Satisfecho
1038,24/06/2023,Cirugías,27,119,5243,MVZ. Eddie Hernández Vidal,1,2,1,1,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1039,28/09/2023,Hospitalización,25,77,3170,MVZ. Eddie Hernández Vidal,3,3,5,2,Buena,No,Insatisfecho,Insatisfecho
1040,28/06/2023,Desparasitación,15,60,5687,MVZ. Eddie Hernández Vidal,2,1,2,3,Pésima,Sí,Satisfecho,Satisfecho
1041,13/11/2023,Desparasitación,40,80,5569,MVZ. Eddie Hernández Vidal,4,3,1,3,Mala,No,Algo satisfecho,Algo satisfecho
1042,07/08/2023,Consulta general,32,143,4295,MVZ. Eddie Hernández Vidal,2,4,4,3,Buena,No,Satisfecho,Satisfecho
1043,11/11/2023,Ultrasonido,8,48,290,MVZ. Eddie Hernández Vidal,3,3,2,2,Regular,No,Insatisfecho,Insatisfecho
1044,01/04/2023,Urgencias,5,80,1271,MVZ. Eddie Hernández Vidal,1,5,4,4,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1045,15/07/2023,Urgencias,25,139,1578,MVZ. Eddie Hernández Vidal,4,2,2,2,Mala,Sí,Algo satisfecho,Algo satisfecho
1046,13/09/2023,Cirugías,15,39,3686,MVZ. Eddie Hernández Vidal,3,1,3,3,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1047,16/04/2023,Ultrasonido,11,117,1000,MVZ. Eddie Hernández Vidal,5,1,4,1,Pésima,No,Satisfecho,Satisfecho
1048,29/12/2023,Cirugías,38,107,2739,MVZ. Eddie Hernández Vidal,3,1,5,1,Mala,No,Algo satisfecho,Algo satisfecho
1049,03/03/2023,Consulta general,21,44,3958,MVZ. Eddie Hernández Vidal,1,5,4,1,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1050,30/01/2023,Ultrasonido,5,106,3598,MVZ. Eddie Hernández Vidal,1,1,5,1,Mala,Sí,Algo satisfecho,Algo satisfecho
1051,25/08/2023,Urgencias,24,62,1589,MVZ. Eddie Hernández Vidal,2,3,5,2,Buena,Sí,Satisfecho,Satisfecho
1052,17/08/2023,Ultrasonido,9,147,5624,MVZ. Eddie Hernández Vidal,5,4,3,2,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1053,14/03/2023,Urgencias,6,123,2872,MVZ. Eddie Hernández Vidal,4,2,4,2,Buena,No,Algo satisfecho,Algo satisfecho
1054,02/12/2023,Hospitalización,22,100,662,MVZ. Eddie Hernández Vidal,3,3,2,5,Pésima,Sí,Algo satisfecho,Algo satisfecho
1055,25/01/2023,Hospitalización,28,118,5008,MVZ. Eddie Hernández Vidal,3,3,2,1,Pésima,No,Satisfecho,Satisfecho
1056,18/07/2023,Vacunación,30,135,4662,MVZ. Eddie Hernández Vidal,2,3,1,4,Mala,Sí,Satisfecho,Satisfecho
1057,25/06/2023,Cirugías,40,52,5424,MVZ. Eddie Hernández Vidal,2,2,5,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1058,28/08/2023,Hospitalización,15,134,475,MVZ. Eddie Hernández Vidal,4,5,5,4,Regular,No,Algo satisfecho,Algo satisfecho
1059,14/11/2023,Servicio a domicilio,19,75,1447,MVZ. Eddie Hernández Vidal,4,1,1,1,Mala,Sí,Satisfecho,Satisfecho
1060,25/05/2023,Cirugías,22,125,5516,MVZ. Eddie Hernández Vidal,5,3,1,1,Pésima,No,Algo satisfecho,Algo satisfecho
1061,09/09/2023,Servicio a domicilio,30,40,2210,MVZ. Eddie Hernández Vidal,4,5,2,3,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1062,19/04/2023,Cirugías,30,128,754,MVZ. Eddie Hernández Vidal,1,1,2,1,Pésima,No,Algo satisfecho,Algo satisfecho
1063,21/04/2023,Ultrasonido,32,57,3222,MVZ. Eddie Hernández Vidal,1,4,2,2,Buena,Sí,Insatisfecho,Insatisfecho
1064,17/11/2023,Estética,5,105,4618,MVZ. Eddie Hernández Vidal,3,3,2,4,Mala,Sí,Algo satisfecho,Algo satisfecho
1065,22/06/2023,Desparasitación,5,100,1656,MVZ. Eddie Hernández Vidal,5,3,5,4,Regular,No,Algo satisfecho,Algo satisfecho
1066,08/04/2023,Consulta general,28,91,1266,MVZ. Eddie Hernández Vidal,2,5,4,3,Buena,No,Algo satisfecho,Algo satisfecho
1067,09/11/2023,Consulta general,36,57,612,MVZ. Eddie Hernández Vidal,4,5,3,5,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1068,07/09/2023,Cirugías,17,35,2237,MVZ. Eddie Hernández Vidal,2,5,4,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1069,20/12/2023,Servicio a domicilio,21,16,4023,MVZ. Eddie Hernández Vidal,3,4,1,2,Mala,No,Insatisfecho,Insatisfecho
1070,03/06/2023,Servicio a domicilio,11,33,2234,MVZ. Eddie Hernández Vidal,2,4,2,5,Regular,Sí,Insatisfecho,Insatisfecho
1071,12/09/2023,Estética,37,134,183,MVZ. Eddie Hernández Vidal,1,4,5,5,Pésima,No,Satisfecho,Satisfecho
1072,05/12/2023,Consulta general,7,134,603,MVZ. Eddie Hernández Vidal,3,3,4,4,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1073,12/05/2023,Urgencias,11,24,1941,MVZ. Eddie Hernández Vidal,4,4,5,4,Pésima,Sí,Satisfecho,Satisfecho
1074,02/01/2023,Cirugías,33,98,5394,MVZ. Eddie Hernández Vidal,2,5,3,4,Regular,No,Muy Satisfecho,Muy Satisfecho
1075,04/06/2023,Urgencias,7,52,4198,MVZ. Eddie Hernández Vidal,5,1,3,1,Mala,Sí,Insatisfecho,Insatisfecho
1076,13/06/2023,Urgencias,32,56,1426,MVZ. Eddie Hernández Vidal,3,4,1,5,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1077,15/10/2023,Hospitalización,18,91,106,MVZ. Eddie Hernández Vidal,3,2,3,2,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1078,09/04/2023,Servicio a domicilio,39,57,5824,MVZ. Eddie Hernández Vidal,2,3,2,2,Pésima,Sí,Satisfecho,Satisfecho
1079,17/10/2023,Consulta general,14,110,150,MVZ. Eddie Hernández Vidal,2,4,1,4,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1080,01/06/2023,Desparasitación,26,26,2836,MVZ. Eddie Hernández Vidal,4,2,3,3,Regular,Sí,Insatisfecho,Insatisfecho
1081,04/02/2023,Cirugías,26,83,4562,MVZ. Eddie Hernández Vidal,3,4,1,5,Pésima,No,Muy Satisfecho,Muy Satisfecho
1082,12/02/2023,Cirugías,8,127,3279,MVZ. Eddie Hernández Vidal,3,2,2,1,Mala,No,Algo satisfecho,Algo satisfecho
1083,29/11/2023,Estética,5,26,684,MVZ. Eddie Hernández Vidal,5,1,4,3,Regular,No,Algo satisfecho,Algo satisfecho
1084,03/03/2023,Cirugías,28,101,1965,MVZ. Eddie Hernández Vidal,5,4,2,3,Mala,No,Muy Satisfecho,Muy Satisfecho
1085,30/04/2023,Urgencias,7,59,4791,MVZ. Eddie Hernández Vidal,2,4,3,1,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1086,11/03/2023,Hospitalización,8,60,858,MVZ. Eddie Hernández Vidal,3,3,3,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1087,15/12/2023,Desparasitación,25,47,108,MVZ. Eddie Hernández Vidal,2,5,2,3,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1088,16/08/2023,Vacunación,28,142,2095,MVZ. Eddie Hernández Vidal,2,4,5,2,Mala,Sí,Insatisfecho,Insatisfecho
1089,16/11/2023,Consulta general,39,24,2724,MVZ. Eddie Hernández Vidal,3,2,5,3,Buena,Sí,Satisfecho,Satisfecho
1090,04/06/2023,Servicio a domicilio,13,60,338,MVZ. Eddie Hernández Vidal,3,5,4,5,Regular,Sí,Satisfecho,Satisfecho
1091,11/01/2023,Urgencias,33,110,231,MVZ. Eddie Hernández Vidal,1,5,3,1,Buena,No,Muy Satisfecho,Muy Satisfecho
1092,27/10/2023,Vacunación,16,58,4155,MVZ. Eddie Hernández Vidal,5,4,2,3,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1093,20/07/2023,Cirugías,26,123,538,MVZ. Eddie Hernández Vidal,5,3,3,4,Pésima,No,Satisfecho,Satisfecho
1094,27/05/2023,Urgencias,30,59,4512,MVZ. Eddie Hernández Vidal,3,3,5,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1095,19/05/2023,Desparasitación,36,77,1382,MVZ. Eddie Hernández Vidal,5,3,3,1,Regular,No,Algo satisfecho,Algo satisfecho
1096,24/01/2023,Desparasitación,12,42,3046,MVZ. Eddie Hernández Vidal,3,3,3,1,Pésima,No,Algo satisfecho,Algo satisfecho
1097,18/08/2023,Ultrasonido,15,41,2036,MVZ. Eddie Hernández Vidal,5,5,4,1,Buena,No,Muy Satisfecho,Muy Satisfecho
1098,28/01/2023,Consulta general,6,53,1875,MVZ. Eddie Hernández Vidal,5,1,1,3,Regular,Sí,Muy Satisfecho,Muy Satisfecho
1099,14/05/2023,Vacunación,32,112,4328,MVZ. Eddie Hernández Vidal,4,3,1,4,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
1100,30/09/2023,Estética,31,57,237,MVZ. Eddie Hernández Vidal,4,3,4,5,Pésima,No,Insatisfecho,Insatisfecho
1101,03/08/2023,Cirugías,30,18,5680,MVZ. Eddie Hernández Vidal,1,5,5,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1102,21/04/2023,Urgencias,21,45,2645,MVZ. Eddie Hernández Vidal,2,2,2,2,Buena,No,Satisfecho,Satisfecho
1103,03/03/2023,Estética,13,30,2849,MVZ. Eddie Hernández Vidal,5,1,1,1,Buena,No,Insatisfecho,Insatisfecho
1104,28/08/2023,Consulta general,5,116,5417,MVZ. Eddie Hernández Vidal,4,4,4,4,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1105,22/08/2023,Urgencias,20,87,2986,MVZ. Eddie Hernández Vidal,3,3,3,3,Buena,Sí,Algo satisfecho,Algo satisfecho
1106,08/12/2023,Consulta general,18,139,3223,MVZ. Eddie Hernández Vidal,5,5,2,5,Regular,No,Satisfecho,Satisfecho
1107,20/02/2023,Cirugías,23,146,5472,MVZ. Eddie Hernández Vidal,1,3,5,5,Regular,Sí,Muy Satisfecho,Muy Satisfecho
1108,08/01/2023,Ultrasonido,34,27,853,MVZ. Eddie Hernández Vidal,2,2,3,4,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1109,22/07/2023,Urgencias,28,65,3051,MVZ. Eddie Hernández Vidal,5,3,2,1,Mala,Sí,Satisfecho,Satisfecho
1110,27/04/2023,Urgencias,23,133,2847,MVZ. Eddie Hernández Vidal,4,1,5,3,Mala,No,Satisfecho,Satisfecho
1111,26/03/2023,Estética,19,34,791,MVZ. Eddie Hernández Vidal,2,1,4,2,Buena,No,Insatisfecho,Insatisfecho
1112,28/06/2023,Consulta general,19,63,861,MVZ. Eddie Hernández Vidal,5,4,2,3,Pésima,No,Algo satisfecho,Algo satisfecho
1113,25/05/2023,Hospitalización,14,41,5116,MVZ. Eddie Hernández Vidal,2,5,5,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1114,15/09/2023,Servicio a domicilio,7,85,1698,MVZ. Eddie Hernández Vidal,4,4,5,1,Regular,Sí,Insatisfecho,Insatisfecho
1115,20/11/2023,Cirugías,6,66,4713,MVZ. Eddie Hernández Vidal,3,5,5,5,Buena,No,Algo satisfecho,Algo satisfecho
1116,05/10/2023,Desparasitación,5,143,1396,MVZ. Eddie Hernández Vidal,4,3,1,3,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1117,06/03/2023,Servicio a domicilio,5,90,1540,MVZ. Eddie Hernández Vidal,3,4,1,2,Pésima,No,Muy Satisfecho,Muy Satisfecho
1118,23/06/2023,Hospitalización,9,138,869,MVZ. Eddie Hernández Vidal,4,1,4,2,Regular,Sí,Muy Satisfecho,Muy Satisfecho
1119,03/09/2023,Urgencias,35,91,948,MVZ. Eddie Hernández Vidal,5,2,4,4,Regular,Sí,Satisfecho,Satisfecho
1120,12/03/2023,Desparasitación,27,105,673,MVZ. Eddie Hernández Vidal,1,2,2,4,Regular,Sí,Insatisfecho,Insatisfecho
1121,21/10/2023,Desparasitación,5,56,2713,MVZ. Eddie Hernández Vidal,1,1,1,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1122,25/07/2023,Cirugías,22,141,1628,MVZ. Eddie Hernández Vidal,2,3,1,4,Pésima,No,Insatisfecho,Insatisfecho
1123,04/02/2023,Cirugías,8,34,522,MVZ. Eddie Hernández Vidal,3,3,1,2,Pésima,Sí,Algo satisfecho,Algo satisfecho
1124,04/04/2023,Desparasitación,36,28,4776,MVZ. Eddie Hernández Vidal,1,3,1,3,Pésima,No,Insatisfecho,Insatisfecho
1125,27/07/2023,Estética,18,81,1676,MVZ. Eddie Hernández Vidal,3,2,2,4,Regular,Sí,Satisfecho,Satisfecho
1126,20/04/2023,Cirugías,12,133,3758,MVZ. Eddie Hernández Vidal,3,4,3,1,Mala,No,Insatisfecho,Insatisfecho
1127,26/12/2023,Servicio a domicilio,27,63,3017,MVZ. Eddie Hernández Vidal,4,5,1,4,Buena,Sí,Insatisfecho,Insatisfecho
1128,03/04/2023,Hospitalización,9,138,1714,MVZ. Eddie Hernández Vidal,2,5,2,1,Buena,No,Insatisfecho,Insatisfecho
1129,30/10/2023,Consulta general,36,69,3115,MVZ. Eddie Hernández Vidal,3,4,1,4,Mala,No,Insatisfecho,Insatisfecho
1130,13/03/2023,Urgencias,9,108,3465,MVZ. Eddie Hernández Vidal,2,4,1,1,Pésima,Sí,Insatisfecho,Insatisfecho
1131,11/01/2023,Ultrasonido,9,124,5280,MVZ. Eddie Hernández Vidal,1,1,1,2,Buena,No,Insatisfecho,Insatisfecho
1132,05/01/2023,Cirugías,34,33,3176,MVZ. Eddie Hernández Vidal,2,3,5,5,Pésima,Sí,Algo satisfecho,Algo satisfecho
1133,21/04/2023,Desparasitación,29,124,5534,MVZ. Eddie Hernández Vidal,4,1,4,4,Pésima,No,Algo satisfecho,Algo satisfecho
1134,06/08/2023,Servicio a domicilio,29,93,599,MVZ. Eddie Hernández Vidal,4,1,5,5,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1135,15/07/2023,Consulta general,15,42,2081,MVZ. Eddie Hernández Vidal,5,2,2,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1136,08/11/2023,Servicio a domicilio,10,115,1288,MVZ. Eddie Hernández Vidal,4,2,3,5,Regular,No,Muy Satisfecho,Muy Satisfecho
1137,10/11/2023,Cirugías,7,123,3242,MVZ. Eddie Hernández Vidal,2,2,2,1,Buena,Sí,Muy Satisfecho,Muy Satisfecho
1138,30/06/2023,Servicio a domicilio,9,26,877,MVZ. Eddie Hernández Vidal,1,3,1,1,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
1139,20/02/2023,Ultrasonido,38,134,651,MVZ. Eddie Hernández Vidal,3,2,5,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1140,23/01/2023,Estética,30,19,503,MVZ. Eddie Hernández Vidal,3,5,5,3,Pésima,No,Insatisfecho,Insatisfecho
1141,08/11/2023,Vacunación,16,76,4128,MVZ. Eddie Hernández Vidal,2,4,4,5,Buena,Sí,Insatisfecho,Insatisfecho
1142,07/04/2023,Servicio a domicilio,30,67,1957,MVZ. Eddie Hernández Vidal,3,3,3,2,Buena,Sí,Satisfecho,Satisfecho
1143,17/10/2023,Hospitalización,34,118,4056,MVZ. Eddie Hernández Vidal,2,3,4,3,Mala,No,Algo satisfecho,Algo satisfecho
1144,01/11/2023,Ultrasonido,9,112,947,MVZ. Eddie Hernández Vidal,1,4,4,2,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1145,03/09/2023,Servicio a domicilio,25,97,3059,MVZ. Eddie Hernández Vidal,1,5,4,3,Regular,Sí,Algo satisfecho,Algo satisfecho
1146,26/05/2023,Estética,27,128,4680,MVZ. Eddie Hernández Vidal,1,4,5,5,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1147,04/05/2023,Ultrasonido,24,30,3085,MVZ. Eddie Hernández Vidal,3,3,3,2,Pésima,No,Insatisfecho,Insatisfecho
1148,10/10/2023,Vacunación,37,69,3722,MVZ. Eddie Hernández Vidal,2,3,2,4,Pésima,No,Muy Satisfecho,Muy Satisfecho
1149,18/03/2023,Desparasitación,16,90,4425,MVZ. Eddie Hernández Vidal,1,1,4,3,Buena,Sí,Satisfecho,Satisfecho
1150,03/10/2023,Consulta general,39,71,3638,MVZ. Eddie Hernández Vidal,5,1,5,5,Pésima,Sí,Algo satisfecho,Algo satisfecho
1151,07/11/2023,Estética,23,26,3757,MVZ. Eddie Hernández Vidal,4,4,2,5,Pésima,Sí,Insatisfecho,Insatisfecho
1152,07/01/2023,Vacunación,18,47,2314,MVZ. Eddie Hernández Vidal,2,4,1,1,Pésima,No,Satisfecho,Satisfecho
1153,16/02/2023,Cirugías,37,78,3492,MVZ. Eddie Hernández Vidal,4,2,1,1,Mala,Sí,Insatisfecho,Insatisfecho
1154,01/10/2023,Consulta general,30,75,2982,MVZ. Eddie Hernández Vidal,3,1,1,1,Buena,Sí,Algo satisfecho,Algo satisfecho
1155,15/02/2023,Hospitalización,36,129,5809,MVZ. Eddie Hernández Vidal,1,2,5,2,Mala,Sí,Algo satisfecho,Algo satisfecho
1156,18/07/2023,Consulta general,7,130,5722,MVZ. Eddie Hernández Vidal,3,1,5,4,Mala,No,Muy Satisfecho,Muy Satisfecho
1157,09/02/2023,Desparasitación,35,59,3153,MVZ. Eddie Hernández Vidal,1,4,3,1,Mala,No,Insatisfecho,Insatisfecho
1158,10/11/2023,Estética,22,89,4582,MVZ. Eddie Hernández Vidal,4,4,4,4,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
1159,14/02/2023,Servicio a domicilio,9,96,2447,MVZ. Eddie Hernández Vidal,3,5,5,2,Buena,No,Insatisfecho,Insatisfecho
1160,23/11/2023,Desparasitación,8,110,716,MVZ. Eddie Hernández Vidal,4,1,4,1,Regular,Sí,Algo satisfecho,Algo satisfecho
1161,20/01/2023,Cirugías,18,93,484,MVZ. Eddie Hernández Vidal,3,3,4,2,Buena,No,Insatisfecho,Insatisfecho
1162,04/07/2023,Hospitalización,36,46,1860,MVZ. Eddie Hernández Vidal,5,4,5,4,Mala,Sí,Algo satisfecho,Algo satisfecho
1163,12/11/2023,Vacunación,33,123,1781,MVZ. Eddie Hernández Vidal,4,4,4,2,Regular,No,Muy Satisfecho,Muy Satisfecho
1164,01/07/2023,Cirugías,38,54,5338,MVZ. Eddie Hernández Vidal,1,1,4,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
1165,16/01/2023,Desparasitación,32,87,557,MVZ. Eddie Hernández Vidal,2,3,1,5,Mala,No,Satisfecho,Satisfecho
1166,14/06/2023,Hospitalización,23,144,371,MVZ. Eddie Hernández Vidal,1,4,3,5,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1167,10/12/2023,Urgencias,9,141,1026,MVZ. Eddie Hernández Vidal,1,3,3,1,Mala,No,Satisfecho,Satisfecho
1168,02/08/2023,Estética,10,50,5482,MVZ. Eddie Hernández Vidal,2,2,4,3,Buena,Sí,Satisfecho,Satisfecho
1169,18/02/2023,Ultrasonido,34,18,3315,MVZ. Eddie Hernández Vidal,1,4,2,3,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1170,05/03/2023,Hospitalización,38,95,5797,MVZ. Eddie Hernández Vidal,2,2,2,4,Regular,No,Satisfecho,Satisfecho
1171,27/02/2023,Servicio a domicilio,6,25,5733,MVZ. Eddie Hernández Vidal,1,5,5,2,Regular,No,Satisfecho,Satisfecho
1172,14/10/2023,Desparasitación,13,116,3824,MVZ. Eddie Hernández Vidal,4,2,2,4,Buena,Sí,Algo satisfecho,Algo satisfecho
1173,05/10/2023,Urgencias,29,96,4161,MVZ. Eddie Hernández Vidal,5,3,2,4,Regular,Sí,Algo satisfecho,Algo satisfecho
1174,03/03/2023,Desparasitación,10,75,4521,MVZ. Eddie Hernández Vidal,1,1,3,2,Buena,No,Algo satisfecho,Algo satisfecho
1175,10/06/2023,Consulta general,20,32,468,MVZ. Eddie Hernández Vidal,5,3,1,2,Mala,Sí,Insatisfecho,Insatisfecho
1176,07/02/2023,Cirugías,7,119,1282,MVZ. Eddie Hernández Vidal,5,4,4,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
1177,19/01/2023,Vacunación,33,131,4916,MVZ. Eddie Hernández Vidal,3,2,2,1,Buena,Sí,Insatisfecho,Insatisfecho
1178,09/05/2023,Vacunación,40,76,4666,MVZ. Eddie Hernández Vidal,2,4,3,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1179,17/05/2023,Hospitalización,23,67,5431,MVZ. Eddie Hernández Vidal,2,3,5,1,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
1180,14/11/2023,Desparasitación,25,30,1950,MVZ. Eddie Hernández Vidal,4,3,3,3,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1181,08/12/2023,Ultrasonido,7,60,586,MVZ. Eddie Hernández Vidal,1,4,5,1,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
1182,17/10/2023,Cirugías,11,32,4003,MVZ. Eddie Hernández Vidal,2,1,1,3,Mala,No,Algo satisfecho,Algo satisfecho
1183,02/09/2023,Hospitalización,28,52,2458,MVZ. Eddie Hernández Vidal,5,1,2,4,Pésima,Sí,Satisfecho,Satisfecho
